Specified Values,Specified Attribute Names,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
"0.0, 1.0, 0.0, 0.0, 1.0","A_2, R_0, R_1, R_5, R_6",0.0,0.012883468311098815,664.7424,388.81962666666664,1.125276127057678e-09,1,17.2964736,4589,3761,0.45454545454545453,0.0003584020725496246,11,37
"1.0, 0.0, 0.0, 0.0, 1.0","R_0, R_4, R_5, R_6, R_7",1.0,0.008726621039477378,522.6939580415999,429.31154474325336,6.857047582126593e-10,2,21.4961508630528,4990,3763,0.45454545454545453,0.0008908480652562063,17,32
"1.0, 1.0, 1.0, 1.0","A_0, A_1, R_6, R_7",0.0,0.26678387983248264,0.0,0.0,1.0,3,22.049294331904,4992,3767,0.36363636363636365,0.001370657332164705,16,77
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_2, R_3, R_4, R_7",1.0,0.12044480558440572,400.00000000000006,313.3333333333334,3.3110596560752634e-09,1,20.6,4892,3795,0.6363636363636364,0.0004268547951024113,5,7
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_2, R_5",1.0,0.025849294854786355,769.6,271.36,6.796273490781977e-09,1,19.2416,4371,3807,0.5454545454545454,0.0003987072439535222,8,16
"0.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_5",0.0,0.09107093860800065,0.0,0.0,1.0,1,18.2087296,4948,3827,0.45454545454545453,0.0003773050263341365,11,31
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_4",1.0,0.015417117650449149,875.341090816,231.25798420480004,1.511876516575694e-08,1,14.756990128947201,4896,3842,0.45454545454545453,0.00030578116494272157,17,38
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_4, R_5",0.0,0.007939255318905925,104.8576,216.70570666666666,2.092417095785362e-08,1,28.006528,4745,3844,0.5454545454545454,0.0005803262510179585,11,22
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_2, R_1, R_2, R_3, R_5, R_6, R_7",1.0,0.02611817163172707,680.0,341.3333333333333,2.1582735598713043e-09,1,16.4,4841,3848,0.6363636363636364,0.0003398261475572595,6,10
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_7",1.0,0.19837852031180633,0.0,0.0,1.0,2,10.0,4755,3855,0.5454545454545454,0.0004144221311673896,5,14
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_3, R_6",0.0,0.009015379103372365,926.09636352,166.77671185066666,7.75037943137149e-08,2,17.0210537472,4640,3857,0.5454545454545454,0.0007053901368629307,15,19
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_6, R_7",1.0,0.10160968383377131,1000.0,0.0,1.0,1,14.5,4898,3857,0.6363636363636364,0.0003004560450963575,4,6
"1.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_6",0.0,0.003999680964922325,778.1278549830415,292.0684850819934,4.70518289764307e-09,1,19.44585308445422,4897,3861,0.36363636363636365,0.00606376775559565,33,72
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_2, R_7",0.0,0.12700696492600216,532.8,381.86666666666673,1.2315193749143075e-09,2,15.828799999999998,4955,3862,0.5454545454545454,0.0006559805029822376,8,13
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_1, R_2, R_3, R_6, R_7",0.0,0.08158071608665302,1000.0,0.0,1.0,1,27.0,4348,3871,0.6363636363636364,0.000559469877075976,1,6
"0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_2",0.0,0.3349593189289825,0.0,0.0,1.0,4,22.732556125405182,4991,3878,0.36363636363636365,0.0018841748712745425,19,66
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_2, R_1, R_4, R_5, R_7",1.0,0.030555545137880568,872.0,215.46666666666664,2.153275181431697e-08,1,23.928,4847,3882,0.5454545454545454,0.0004958146377286649,7,15
"0.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_4",1.0,0.007655394684056448,324.73818517428873,396.86312518733087,1.0157720531667544e-09,3,15.326081812871294,4966,3883,0.36363636363636365,0.022472271487322466,25,66
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_2, R_3, R_4, R_6, R_7",0.0,0.007838252574063847,715.0,333.3333333333333,2.4300000000000017e-09,1,11.5,3884,3884,0.7272727272727273,0.00023829272542124903,0,4
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, R_0, R_3, R_4, R_5, R_7",1.0,0.05218360002557306,897.6,143.35999999999999,1.6514295005431624e-07,1,25.091315200000004,4831,3908,0.5454545454545454,0.0005199198159488359,11,13
"0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_3",1.0,0.4654146513425453,1000.0,0.0,1.0,6,21.9015623538884,4977,3942,0.36363636363636365,0.00272294764397817,49,69
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_1, R_3, R_6, R_7",0.0,0.08822509888672583,0.0,0.0,1.0,1,19.333333333333332,4953,3945,0.5454545454545454,0.00040060806012847663,3,17
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_5",0.0,0.28240955747797036,1000.0,0.0,1.0,3,18.911374966729117,4851,3948,0.36363636363636365,0.0011755938475526255,49,60
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_4",0.0,0.04186870258303468,0.0,0.0,1.0,1,31.692928000000002,4745,3960,0.45454545454545453,0.0006567125382347318,10,34
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, R_0, R_1, R_2, R_3, R_7",1.0,0.0027205810159339197,790.08,291.4986666666666,4.751351245048712e-09,1,32.34048,4688,3974,0.5454545454545454,0.000670130532228817,9,13
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_5, R_7",0.0,0.11557774018348324,1000.0,0.0,1.0,1,16.728137728,4851,3983,0.5454545454545454,0.00034662552438496875,13,14
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_5, R_6, R_7",0.0,0.1010285508177792,1000.0,0.0,1.0,1,16.989248,4412,3985,0.5454545454545454,0.0003520360181545656,12,17
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_2, R_4, R_6, R_7",0.0,0.0882816118916567,0.0,0.0,1.0,1,25.0,4992,3988,0.5454545454545454,0.000518027663959237,5,19
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_5",0.0,0.30035699828757584,0.0,0.0,1.0,1,17.25,4964,3999,0.5454545454545454,0.0003574390881318735,4,13
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_6",1.0,0.005115011100434706,896.60516352,185.83283302399997,4.512193973505206e-08,1,15.400518430719998,4914,4008,0.45454545454545453,0.0003191157834570822,15,32
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_3, R_4, R_5, R_6",0.0,0.11193477776747073,1000.0,0.0,1.0,1,14.5,4680,4014,0.7272727272727273,0.0003004560450963575,2,5
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_2, R_3, R_5",0.0,0.21232389374560992,1000.0,0.0,1.0,1,14.92,4335,4015,0.6363636363636364,0.0003091589098508727,6,7
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_4, R_6",0.0,0.04536074722473081,1000.0,0.0,1.0,1,28.959270452400855,4999,4023,0.45454545454545453,0.0006000681288968389,23,32
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_2, R_4, R_6, R_7",0.0,0.033005494717641005,1000.0,0.0,1.0,1,29.333333333333332,4667,4023,0.6363636363636364,0.0006078191257121715,3,5
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2, R_5, R_7",0.0,0.09756276795907359,1000.0,0.0,1.0,1,18.0,4030,4030,0.7272727272727273,0.00037297991805065064,2,3
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_4",0.0,0.2564321663040241,0.0,0.0,1.0,1,24.0832,4906,4037,0.45454545454545453,0.0004990305534665239,8,31
"0.0, 1.0, 0.0, 0.0, 0.0","R_2, R_3, R_4, R_5, R_6",0.0,0.09415229367143504,800.0,160.0,9.5367431640625e-08,1,18.946053120000002,4830,4038,0.45454545454545453,0.0003925831855600486,12,23
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_6",1.0,0.084991547323101,0.0,0.0,1.0,1,18.36832,4857,4051,0.45454545454545453,0.0003806119160182293,9,27
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_2, R_3, R_4",1.0,0.01649480133418643,840.0,237.33333333333331,1.328025167372283e-08,1,19.919999999999998,4917,4055,0.6363636363636364,0.00041276444264272004,6,7
"1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_5, R_6",0.0,0.04609207999064304,1000.0,0.0,1.0,1,28.751926461306017,4999,4067,0.45454545454545453,0.0005957717319631251,27,34
"0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_5",1.0,0.0005105808568437318,714.814766678285,306.7612220558841,3.681270273801198e-09,1,22.25732685614721,4997,4086,0.36363636363636365,0.054368754729991885,26,58
"0.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_2, R_4",1.0,0.046391826150990814,369.91999999999996,353.87733333333335,1.8019231722108604e-09,2,12.572799999999999,4865,4087,0.45454545454545453,0.0005210446570741356,9,24
"1.0, 0.0, 1.0, 1.0","A_0, A_1, R_4, R_5",1.0,0.21563689450171925,1000.0,0.0,1.0,3,23.13338772224833,4920,4095,0.36363636363636365,0.0014380481761463518,41,53
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_1, R_2",1.0,0.31619294264211656,0.0,0.0,1.0,1,11.64,4755,4097,0.45454545454545453,0.00024119368033942077,6,26
"1.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, R_0, R_1, R_5",1.0,0.0007655653062610328,912.7584767999999,200.87919957333332,3.057209172654565e-08,1,20.1599417344,4880,4098,0.45454545454545453,0.00041773630088902245,14,30
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_7",1.0,0.08385157571013091,1000.0,0.0,1.0,1,23.82823908098048,4707,4118,0.45454545454545453,0.0004937474810953006,18,24
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_0, R_3, R_7",1.0,0.03336674041036897,800.0,160.0,9.5367431640625e-08,1,22.97289062367887,4990,4121,0.45454545454545453,0.000476023714567017,20,27
"1.0, 0.0, 0.0, 0.0, 1.0","A_2, R_2, R_3, R_5, R_7",1.0,0.003568550476846573,697.6,311.8933333333333,3.388203919918973e-09,1,24.459200000000003,4835,4121,0.45454545454545453,0.0005068216895324709,8,26
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_2",1.0,0.18876770014651384,0.0,0.0,1.0,1,14.175999999999998,4997,4124,0.5454545454545454,0.0002937424065714457,7,15
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_2, R_5, R_7",0.0,0.12777813110282094,1000.0,0.0,1.0,1,18.776,4659,4124,0.6363636363636364,0.0003890594967399454,7,9
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_7",1.0,0.0189938955953489,0.0,0.0,1.0,1,35.333333333333336,4371,4128,0.45454545454545453,0.0007321457650623884,3,28
"0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_5, R_7",1.0,0.023808779749059147,0.0,0.0,1.0,1,35.25,4688,4132,0.45454545454545453,0.0007304190061825242,4,22
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_4, R_5, R_6",1.0,0.040145189925929456,1000.0,0.0,1.0,1,24.0,4409,4133,0.6363636363636364,0.0004973065574008675,2,4
"1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_4",1.0,0.4317179104789944,0.0,0.0,1.0,3,14.737024000000002,4966,4139,0.45454545454545453,0.0009161023339717454,10,32
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_3, R_5",1.0,0.0417907095599062,680.0,341.3333333333333,2.1582735598713043e-09,1,13.48,4839,4149,0.45454545454545453,0.00027932051640682063,6,20
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, R_1, R_2, R_6, R_7",1.0,0.01653967026233752,291.84000000000003,329.728,2.56578852392292e-09,1,17.488319999999998,4969,4159,0.5454545454545454,0.00036237734224686414,9,19
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_5",0.0,0.09289688004388702,1000.0,0.0,1.0,1,17.12103769554944,4899,4160,0.45454545454545453,0.0003547668464793406,18,26
"1.0, 1.0, 0.0, 1.0","A_0, A_1, R_1, R_7",1.0,0.002624107127437964,721.120570692661,351.6338471576009,1.860144313426102e-09,1,23.888662772174605,4941,4192,0.36363636363636365,0.011354060108049612,32,47
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_3, R_5, R_7",1.0,0.02874752128709872,0.0,0.0,1.0,1,23.0,4619,4196,0.5454545454545454,0.00047658545084249806,2,16
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_3, R_6",0.0,0.035297151536717086,1000.0,0.0,1.0,1,28.880000000000003,4999,4198,0.6363636363636364,0.0005984255574057106,6,8
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_2, R_7",0.0,0.0007770699600291092,280.324538368,372.4031382869333,1.396154045619235e-09,1,25.771763355647998,4962,4205,0.45454545454545453,0.000534019454689464,16,25
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_4, R_5",0.0,0.0012745746327673887,973.1564544,82.76759893333326,2.5745315418203747e-06,1,24.6720663552,4854,4212,0.45454545454545453,0.0005112325159612617,14,17
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_3, R_7",1.0,0.0034165711711119998,840.0,237.33333333333331,1.328025167372283e-08,1,24.0,4977,4224,0.5454545454545454,0.0004973065574008675,6,15
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_1, R_3, R_4, R_5, R_6",0.0,0.09948269375627372,1000.0,0.0,1.0,1,16.0,4738,4229,0.7272727272727273,0.0003315377049339117,2,4
"0.0, 1.0, 0.0","A_2, R_1, R_2",0.0,0.18861720117341652,837.2069329088471,172.79337431208722,6.491791633571862e-08,2,14.206287148668034,4981,4229,0.2727272727272727,0.0005887399796126906,57,94
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, R_0, R_3, R_4, R_5",1.0,0.021144430240592618,500.0,291.6666666666667,4.737683108228713e-09,1,26.75,4619,4232,0.5454545454545454,0.0005542896004363836,4,8
"1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_1",1.0,0.0016905777681255662,832.8298982604799,256.3585242125654,9.031527028893888e-09,1,19.29172561854464,4917,4232,0.36363636363636365,0.00039974590223668983,18,45
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_1, R_3, R_5, R_6, R_7",0.0,0.11130290098380169,1000.0,0.0,1.0,1,10.0,4233,4233,0.7272727272727273,0.0002072110655836948,1,2
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, R_1, R_2, R_5, R_6",0.0,0.3235988530071794,1000.0,0.0,1.0,1,11.36,4905,4233,0.5454545454545454,0.0002353917705030773,6,12
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_1, R_0, R_1, R_2, R_3, R_4",0.0,0.029996166896622992,897.6,143.35999999999999,1.6514295005431624e-07,1,21.04352,4955,4237,0.5454545454545454,0.00043604502028317936,9,13
"0.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_7",1.0,0.0015935082300792003,584.5812662181036,412.6147485877928,8.361347300778658e-10,1,19.023326059773545,4966,4238,0.36363636363636365,0.01488925785297929,31,43
"1.0, 0.0, 1.0, 1.0","A_2, R_2, R_4, R_7",0.0,0.010669722087287298,392.67973323378317,424.2226533009703,7.278312867340443e-10,1,15.471850634621557,4954,4245,0.36363636363636365,0.00032059386565516976,26,50
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_4",1.0,0.11815814330981005,1000.0,0.0,1.0,1,20.458329563398145,4522,4252,0.45454545454545453,0.00042391922688941354,19,27
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_4, R_6",1.0,0.03747575794884202,590.08,327.936,2.636662392212503e-09,1,16.52576,4969,4258,0.5454545454545454,0.00034243203391804,9,14
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_5, R_6",0.0,0.10145815965164708,1000.0,0.0,1.0,1,18.8349087612928,4851,4261,0.45454545454545453,0.0003902801514599151,17,19
"0.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_3, R_7",0.0,0.025758327243668173,697.6,262.4,8.038607917201419e-09,1,21.215093248,4937,4263,0.45454545454545453,0.0004396002078375529,13,29
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, R_1, R_2, R_3, R_5, R_6",0.0,0.2296152282053571,0.0,0.0,1.0,1,21.0,4771,4269,0.5454545454545454,0.0004351432377257591,3,12
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_5",1.0,0.07898524039337414,0.0,0.0,1.0,1,13.5,4761,4275,0.45454545454545453,0.000279734938537988,4,25
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_2",1.0,0.003012736491136138,695.1424000000001,334.76266666666663,2.3785643555599373e-09,1,18.08864,4761,4275,0.45454545454545453,0.00037481663693598457,11,20
"1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_4, R_6",1.0,0.2823274642913987,0.0,0.0,1.0,2,14.1888,4865,4276,0.45454545454545453,0.0005880152734707858,8,30
"0.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_5",0.0,0.0009402103274672207,399.43495842659297,429.4799893013242,6.843611255489574e-10,1,22.565638902086913,4906,4279,0.36363636363636365,0.029933915416704357,24,46
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, R_0, R_2, R_5, R_7",0.0,0.0039011754748686338,949.2656988159999,127.77527705599998,2.9360661998095035e-07,1,19.275660197888,4618,4288,0.45454545454545453,0.00039941300894335863,16,22
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_1, R_4, R_5, R_7",0.0,0.07392952070730097,1000.0,0.0,1.0,1,20.68,4294,4294,0.5454545454545454,0.00042851248362708085,6,10
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_7",0.0,0.02047678124169206,934.464,117.96479999999997,4.3776175959427164e-07,1,17.668710400000002,4851,4298,0.45454545454545453,0.0003661152309473711,12,19
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_6",0.0,0.007452699613515785,537.6,366.93333333333334,1.5033640791013717e-09,1,22.7168,4998,4309,0.45454545454545453,0.0004707172334651678,8,22
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_5, R_6, R_7",0.0,0.0334147820201824,0.0,0.0,1.0,1,32.5,4944,4312,0.5454545454545454,0.0006734359631470081,2,12
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, R_0, R_2, R_3, R_4",1.0,0.05304269578593548,1000.0,0.0,1.0,1,31.539820032,4855,4314,0.45454545454545453,0.0006535399717148684,13,20
"0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_2, R_3, R_6",1.0,0.1587636194358381,0.0,0.0,1.0,1,14.815999999999999,4997,4324,0.45454545454545453,0.0003070039147688022,8,23
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_3",1.0,0.008765056694106509,0.0,0.0,1.0,1,19.67472128,4324,4324,0.5454545454545454,0.0004076819961490996,0,8
"0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_5",0.0,0.017708086715790515,503.74866370560005,399.66145511423997,9.807056418579362e-10,2,18.8180445372416,4968,4335,0.36363636363636365,0.0007798614121526518,17,40
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_6, R_7",1.0,0.04258329025058617,0.0,0.0,1.0,1,22.0,4617,4338,0.5454545454545454,0.0004558643442841286,3,11
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_3, R_5",0.0,0.009392462334748271,416.0,360.53333333333336,1.641620930246691e-09,1,22.56,4906,4344,0.45454545454545453,0.0004674681639568155,7,19
"0.0, 0.0, 0.0","A_0, R_0, R_1",1.0,0.012011309280108932,720.5056792597331,327.6268985104897,2.649123755334957e-09,1,21.816301768653563,4980,4347,0.2727272727272727,0.00045205791365781505,32,77
"0.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_7",1.0,0.004998879131076086,445.4292684800001,393.096347648,1.0653810224763224e-09,1,19.400600780799998,4980,4347,0.36363636363636365,0.0004020019160753429,15,32
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_6",0.0,0.12143012017449861,1000.0,0.0,1.0,1,16.919999999999998,4449,4348,0.5454545454545454,0.0003506011229676116,6,10
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_5, R_6, R_7",0.0,0.024806047754691155,400.00000000000006,313.3333333333334,3.3110596560752634e-09,1,18.4,4358,4358,0.7272727272727273,0.0003812683606739984,0,0
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_7",0.0,0.07370933900475539,508.16,386.6453333333333,1.1572738401870086e-09,1,11.2272,4962,4358,0.45454545454545453,0.00023264000755212583,9,15
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_4",0.0,0.08176406222197616,0.0,0.0,1.0,1,20.75,4991,4365,0.45454545454545453,0.00042996296108616675,4,19
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_1",1.0,0.009686567335450204,814.0240377937919,229.29672034058245,1.5776504474874034e-08,1,13.346506804015924,4934,4366,0.36363636363636365,0.00027655438966801724,20,41
"0.0, 1.0, 1.0, 1.0, 0.0","A_1, R_4, R_5, R_6, R_7",1.0,0.1116571283498734,1000.0,0.0,1.0,1,21.32037888,4871,4366,0.45454545454545453,0.00044178184263729016,12,21
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, R_0, R_1, R_2",1.0,0.018716431327250777,750.0,270.8333333333333,6.862611684033906e-09,1,19.5,4688,4371,0.45454545454545453,0.0004040615778882049,4,14
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_4, R_5, R_7",1.0,0.019706463089324493,750.0,229.16666666666669,1.582132169312826e-08,1,18.25,4957,4374,0.5454545454545454,0.00037816019469024304,4,10
"0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_5, R_7",0.0,0.16322389958381192,712.0,262.4,8.038607917201419e-09,2,17.70599840268288,4981,4377,0.45454545454545453,0.0007337757592486236,18,28
"0.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_4",1.0,0.009335886881165649,518.537728,419.09220693333333,7.734853175110861e-10,1,15.291436031999998,4865,4379,0.36363636363636365,0.00031685547544956253,13,41
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_4, R_6",1.0,0.10583137974999435,0.0,0.0,1.0,1,16.333333333333332,4865,4379,0.5454545454545454,0.0003384447404533682,3,11
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_1, R_2, R_6, R_7",1.0,0.006297683543951792,250.00000000000003,270.8333333333333,6.862611684033906e-09,1,18.75,4869,4380,0.5454545454545454,0.00038852074796942777,4,8
"0.0, 1.0, 0.0, 1.0","A_1, A_2, R_2, R_5",0.0,0.002152496861829315,474.05189120000006,427.1452706133333,7.032698337868523e-10,1,20.148257996799998,4948,4388,0.36363636363636365,0.0004174942009172128,14,36
"1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_5",1.0,0.5796049728467447,1000.0,0.0,1.0,4,14.902338736000905,4917,4390,0.36363636363636365,0.0012351717956703677,29,36
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_6, R_7",1.0,0.08835559590802991,1000.0,0.0,1.0,1,22.832,4938,4392,0.5454545454545454,0.000473104304940692,7,9
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_5, R_6",0.0,0.0429802359039478,1000.0,0.0,1.0,1,26.8,4399,4394,0.45454545454545453,0.0005553256557643021,5,15
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_4, R_7",1.0,0.17245730687987273,333.3333333333333,222.22222222222226,1.845281249999999e-08,1,10.666666666666666,4489,4397,0.5454545454545454,0.00022102513662260778,3,6
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, R_0, R_1, R_5, R_7",1.0,0.0241715126584572,569.6,323.84,2.8076795958954374e-09,1,20.5552,4969,4397,0.45454545454545453,0.00042592648952859634,8,13
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_1, R_1, R_2, R_3, R_4, R_7",0.0,0.09727666956004564,1000.0,0.0,1.0,1,25.0,4612,4406,0.5454545454545454,0.000518027663959237,4,9
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_3, R_5, R_6, R_7",0.0,0.05273853494079161,1000.0,0.0,1.0,1,18.75,4412,4412,0.6363636363636364,0.00038852074796942777,4,4
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_5, R_6",0.0,0.10288526825176693,1000.0,0.0,1.0,1,17.3907155509248,4515,4412,0.45454545454545453,0.000360354870057006,17,21
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_4, R_5, R_6",1.0,0.053439851152027956,0.0,0.0,1.0,1,12.5,4966,4418,0.6363636363636364,0.0002590138319796185,2,5
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_4, R_6",0.0,0.16760475773332767,1000.0,0.0,1.0,1,16.75,4760,4419,0.5454545454545454,0.0003470785348526888,4,11
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_2, R_6",1.0,0.025582642448953197,680.0,306.6666666666667,3.686949056319714e-09,1,18.16,4857,4419,0.5454545454545454,0.00037629529509998976,6,13
